sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,137961,31000,168961,03/20/2023,2022
Communic/Electronics,B,285157,301600,586757,03/20/2023,2022
Construction,C,232741,16500,249241,03/20/2023,2022
Defense,D,21313,19000,40313,03/20/2023,2022
Energy/Nat Resource,E,326942,108999,435941,03/20/2023,2022
Finance/Insur/RealEst,F,1296691,284000,1580691,03/20/2023,2022
Health,H,280905,167250,448155,03/20/2023,2022
Lawyers & Lobbyists,K,485707,52000,537707,03/20/2023,2022
Transportation,M,133897,139000,272897,03/20/2023,2022
Misc Business,N,511474,158800,670274,03/20/2023,2022
Labor,P,65,14000,14065,03/20/2023,2022
Ideology/Single-Issue,Q,757900,709995,1467895,03/20/2023,2022
Other,W,2040784,6500,2047284,03/20/2023,2022
