sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,48365,86500,134865,03/20/2023,2022
Communic/Electronics,B,153448,154000,307448,03/20/2023,2022
Construction,C,65529,8500,74029,03/20/2023,2022
Defense,D,91600,82000,173600,03/20/2023,2022
Energy/Nat Resource,E,47078,66500,113578,03/20/2023,2022
Finance/Insur/RealEst,F,578238,238200,816438,03/20/2023,2022
Health,H,182979,75000,257979,03/20/2023,2022
Lawyers & Lobbyists,K,476066,37731,513797,03/20/2023,2022
Transportation,M,39984,36000,75984,03/20/2023,2022
Misc Business,N,221710,117000,338710,03/20/2023,2022
Labor,P,0,190166,190166,03/20/2023,2022
Ideology/Single-Issue,Q,518803,241599,760402,03/20/2023,2022
Other,W,729564,0,729564,03/20/2023,2022
