sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27609,2000,29609,03/20/2023,2022
Communic/Electronics,B,6650,3000,9650,03/20/2023,2022
Construction,C,52452,5500,57952,03/20/2023,2022
Defense,D,500,0,500,03/20/2023,2022
Energy/Nat Resource,E,2750,10000,12750,03/20/2023,2022
Finance/Insur/RealEst,F,163514,35500,199014,03/20/2023,2022
Health,H,44074,12500,56574,03/20/2023,2022
Lawyers & Lobbyists,K,97389,8000,105389,03/20/2023,2022
Transportation,M,52552,17495,70047,03/20/2023,2022
Misc Business,N,59828,17500,77328,03/20/2023,2022
Ideology/Single-Issue,Q,31584,102500,134084,03/20/2023,2022
Other,W,187237,1000,188237,03/20/2023,2022
