sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20250,15100,35350,03/20/2023,2022
Communic/Electronics,B,10300,7000,17300,03/20/2023,2022
Construction,C,52469,25000,77469,03/20/2023,2022
Defense,D,9050,9500,18550,03/20/2023,2022
Energy/Nat Resource,E,68909,35500,104409,03/20/2023,2022
Finance/Insur/RealEst,F,346388,238500,584888,03/20/2023,2022
Health,H,44116,6500,50616,03/20/2023,2022
Lawyers & Lobbyists,K,49600,4000,53600,03/20/2023,2022
Transportation,M,76050,46990,123040,03/20/2023,2022
Misc Business,N,95261,15000,110261,03/20/2023,2022
Labor,P,0,6150,6150,03/20/2023,2022
Ideology/Single-Issue,Q,42548,101534,144082,03/20/2023,2022
Other,W,205521,1000,206521,03/20/2023,2022
