sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,123814,20500,144314,03/20/2023,2022
Communic/Electronics,B,414706,0,414706,03/20/2023,2022
Construction,C,74303,0,74303,03/20/2023,2022
Defense,D,16446,0,16446,03/20/2023,2022
Energy/Nat Resource,E,44662,17231,61893,03/20/2023,2022
Finance/Insur/RealEst,F,463093,26000,489093,03/20/2023,2022
Health,H,360338,45000,405338,03/20/2023,2022
Lawyers & Lobbyists,K,370669,16500,387169,03/20/2023,2022
Transportation,M,29647,4500,34147,03/20/2023,2022
Misc Business,N,339591,2500,342091,03/20/2023,2022
Labor,P,30137,192700,222837,03/20/2023,2022
Ideology/Single-Issue,Q,790047,349695,1139742,03/20/2023,2022
Other,W,3295101,2500,3297601,03/20/2023,2022
