sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,96900,385300,482200,03/20/2023,2022
Communic/Electronics,B,13225,44780,58005,03/20/2023,2022
Construction,C,27166,44000,71166,03/20/2023,2022
Defense,D,0,4000,4000,03/20/2023,2022
Energy/Nat Resource,E,20900,158999,179899,03/20/2023,2022
Finance/Insur/RealEst,F,247508,75000,322508,03/20/2023,2022
Health,H,51555,20500,72055,03/20/2023,2022
Lawyers & Lobbyists,K,62360,14500,76860,03/20/2023,2022
Transportation,M,10300,33500,43800,03/20/2023,2022
Misc Business,N,53566,104000,157566,03/20/2023,2022
Labor,P,0,93900,93900,03/20/2023,2022
Ideology/Single-Issue,Q,70075,79412,149487,03/20/2023,2022
Other,W,131140,3000,134140,03/20/2023,2022
