sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3293,34615,37908,03/20/2023,2022
Communic/Electronics,B,2120,0,2120,03/20/2023,2022
Construction,C,29600,34500,64100,03/20/2023,2022
Defense,D,500,5000,5500,03/20/2023,2022
Energy/Nat Resource,E,22450,55000,77450,03/20/2023,2022
Finance/Insur/RealEst,F,70750,20000,90750,03/20/2023,2022
Health,H,22350,8000,30350,03/20/2023,2022
Lawyers & Lobbyists,K,23100,3000,26100,03/20/2023,2022
Transportation,M,17280,50400,67680,03/20/2023,2022
Misc Business,N,45700,12500,58200,03/20/2023,2022
Labor,P,0,5500,5500,03/20/2023,2022
Ideology/Single-Issue,Q,65525,91834,157359,03/20/2023,2022
Other,W,72816,0,72816,03/20/2023,2022
