sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2000,0,2000,03/20/2023,2022
Communic/Electronics,B,34000,6500,40500,03/20/2023,2022
Construction,C,13488,6000,19488,03/20/2023,2022
Energy/Nat Resource,E,9550,0,9550,03/20/2023,2022
Finance/Insur/RealEst,F,115658,20000,135658,03/20/2023,2022
Health,H,55693,37500,93193,03/20/2023,2022
Lawyers & Lobbyists,K,71900,7000,78900,03/20/2023,2022
Transportation,M,12675,3000,15675,03/20/2023,2022
Misc Business,N,40475,5500,45975,03/20/2023,2022
Labor,P,2250,102000,104250,03/20/2023,2022
Ideology/Single-Issue,Q,40150,61300,101450,03/20/2023,2022
Other,W,172545,0,172545,03/20/2023,2022
