sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,19625,9850,29475,03/20/2023,2022
Communic/Electronics,B,24341,2000,26341,03/20/2023,2022
Construction,C,21510,8500,30010,03/20/2023,2022
Defense,D,2475,0,2475,03/20/2023,2022
Energy/Nat Resource,E,17833,2000,19833,03/20/2023,2022
Finance/Insur/RealEst,F,204503,6000,210503,03/20/2023,2022
Health,H,5250,0,5250,03/20/2023,2022
Lawyers & Lobbyists,K,31620,1000,32620,03/20/2023,2022
Transportation,M,6825,5000,11825,03/20/2023,2022
Misc Business,N,74609,-2900,71709,03/20/2023,2022
Ideology/Single-Issue,Q,91815,89068,180883,03/20/2023,2022
Other,W,252471,3000,255471,03/20/2023,2022
