sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,29734,20000,49734,03/20/2023,2022
Communic/Electronics,B,217898,56500,274398,03/20/2023,2022
Construction,C,48598,13200,61798,03/20/2023,2022
Defense,D,2151,17000,19151,03/20/2023,2022
Energy/Nat Resource,E,75511,41500,117011,03/20/2023,2022
Finance/Insur/RealEst,F,733646,106200,839846,03/20/2023,2022
Health,H,182562,83800,266362,03/20/2023,2022
Lawyers & Lobbyists,K,295632,30080,325712,03/20/2023,2022
Transportation,M,14696,12000,26696,03/20/2023,2022
Misc Business,N,348039,94000,442039,03/20/2023,2022
Labor,P,10035,237250,247285,03/20/2023,2022
Ideology/Single-Issue,Q,622620,734052,1356672,03/20/2023,2022
Other,W,897616,10000,907616,03/20/2023,2022
