sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,449801,858500,1308301,03/20/2023,2022
Communic/Electronics,B,118416,217650,336066,03/20/2023,2022
Construction,C,135543,80500,216043,03/20/2023,2022
Defense,D,51075,134500,185575,03/20/2023,2022
Energy/Nat Resource,E,155908,192000,347908,03/20/2023,2022
Finance/Insur/RealEst,F,709070,461050,1170120,03/20/2023,2022
Health,H,250604,333000,583604,03/20/2023,2022
Lawyers & Lobbyists,K,334967,108023,442990,03/20/2023,2022
Transportation,M,77830,215900,293730,03/20/2023,2022
Misc Business,N,213970,310550,524520,03/20/2023,2022
Labor,P,0,38500,38500,03/20/2023,2022
Ideology/Single-Issue,Q,427246,592909,1020155,03/20/2023,2022
Other,W,367656,7000,374656,03/20/2023,2022
