sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1000,21000,22000,03/20/2023,2022
Communic/Electronics,B,20800,18500,39300,03/20/2023,2022
Construction,C,2500,22500,25000,03/20/2023,2022
Defense,D,0,15000,15000,03/20/2023,2022
Energy/Nat Resource,E,8300,15500,23800,03/20/2023,2022
Finance/Insur/RealEst,F,118440,290500,408940,03/20/2023,2022
Health,H,3251,17500,20751,03/20/2023,2022
Lawyers & Lobbyists,K,2000,4000,6000,03/20/2023,2022
Transportation,M,0,12500,12500,03/20/2023,2022
Misc Business,N,44600,16500,61100,03/20/2023,2022
Labor,P,0,105000,105000,03/20/2023,2022
Ideology/Single-Issue,Q,63300,36412,99712,03/20/2023,2022
Other,W,44365,0,44365,03/20/2023,2022
