sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,57784,41715,99499,03/20/2023,2022
Communic/Electronics,B,22228,15500,37728,03/20/2023,2022
Construction,C,61293,30000,91293,03/20/2023,2022
Defense,D,1652,10000,11652,03/20/2023,2022
Energy/Nat Resource,E,73428,44000,117428,03/20/2023,2022
Finance/Insur/RealEst,F,264181,54500,318681,03/20/2023,2022
Health,H,83752,31000,114752,03/20/2023,2022
Lawyers & Lobbyists,K,90027,4500,94527,03/20/2023,2022
Transportation,M,78735,72750,151485,03/20/2023,2022
Misc Business,N,104207,28500,132707,03/20/2023,2022
Labor,P,925,54500,55425,03/20/2023,2022
Ideology/Single-Issue,Q,-139884,125689,-14195,03/20/2023,2022
Other,W,1729203,0,1729203,03/20/2023,2022
