sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5844,0,5844,03/20/2023,2022
Communic/Electronics,B,95459,2500,97959,03/20/2023,2022
Construction,C,12052,0,12052,03/20/2023,2022
Defense,D,392,0,392,03/20/2023,2022
Energy/Nat Resource,E,3569,0,3569,03/20/2023,2022
Finance/Insur/RealEst,F,79226,0,79226,03/20/2023,2022
Health,H,65943,0,65943,03/20/2023,2022
Lawyers & Lobbyists,K,43232,0,43232,03/20/2023,2022
Transportation,M,4342,0,4342,03/20/2023,2022
Misc Business,N,57890,0,57890,03/20/2023,2022
Labor,P,2086,40000,42086,03/20/2023,2022
Ideology/Single-Issue,Q,51639,99392,151031,03/20/2023,2022
Other,W,348449,0,348449,03/20/2023,2022
