sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,30176,35000,65176,03/20/2023,2022
Communic/Electronics,B,272086,58140,330226,03/20/2023,2022
Construction,C,32874,34000,66874,03/20/2023,2022
Defense,D,8238,12000,20238,03/20/2023,2022
Energy/Nat Resource,E,23773,7500,31273,03/20/2023,2022
Finance/Insur/RealEst,F,676640,157400,834040,03/20/2023,2022
Health,H,256444,55500,311944,03/20/2023,2022
Lawyers & Lobbyists,K,384825,34000,418825,03/20/2023,2022
Transportation,M,32554,128000,160554,03/20/2023,2022
Misc Business,N,451577,61500,513077,03/20/2023,2022
Labor,P,2287,273000,275287,03/20/2023,2022
Ideology/Single-Issue,Q,722491,694811,1417302,03/20/2023,2022
Other,W,1191225,0,1191225,03/20/2023,2022
