sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,558070,359599,917669,03/20/2023,2022
Communic/Electronics,B,601234,333800,935034,03/20/2023,2022
Construction,C,634600,136250,770850,03/20/2023,2022
Defense,D,84774,140000,224774,03/20/2023,2022
Energy/Nat Resource,E,494048,283300,777348,03/20/2023,2022
Finance/Insur/RealEst,F,4441228,1375500,5816728,03/20/2023,2022
Health,H,1180974,616323,1797297,03/20/2023,2022
Lawyers & Lobbyists,K,1284712,147400,1432112,03/20/2023,2022
Transportation,M,582941,221995,804936,03/20/2023,2022
Misc Business,N,1857255,515050,2372305,03/20/2023,2022
Labor,P,622,32000,32622,03/20/2023,2022
Ideology/Single-Issue,Q,2213513,753147,2966660,03/20/2023,2022
Other,W,7260498,15000,7275498,03/20/2023,2022
