sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,8227,500,8727,03/20/2023,2022
Communic/Electronics,B,60829,0,60829,03/20/2023,2022
Construction,C,25031,5000,30031,03/20/2023,2022
Defense,D,33870,0,33870,03/20/2023,2022
Energy/Nat Resource,E,26708,4500,31208,03/20/2023,2022
Finance/Insur/RealEst,F,107806,15500,123306,03/20/2023,2022
Health,H,81039,14000,95039,03/20/2023,2022
Lawyers & Lobbyists,K,237924,19750,257674,03/20/2023,2022
Transportation,M,3795,0,3795,03/20/2023,2022
Misc Business,N,149299,7500,156799,03/20/2023,2022
Labor,P,3650,216000,219650,03/20/2023,2022
Ideology/Single-Issue,Q,284868,411033,695901,03/20/2023,2022
Other,W,543278,4500,547778,03/20/2023,2022
