sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,18800,4000,22800,03/20/2023,2022
Communic/Electronics,B,9388,6000,15388,03/20/2023,2022
Construction,C,1145,6000,7145,03/20/2023,2022
Defense,D,2900,1000,3900,03/20/2023,2022
Energy/Nat Resource,E,5800,1000,6800,03/20/2023,2022
Finance/Insur/RealEst,F,63050,9000,72050,03/20/2023,2022
Health,H,5350,0,5350,03/20/2023,2022
Lawyers & Lobbyists,K,4400,0,4400,03/20/2023,2022
Transportation,M,15100,10000,25100,03/20/2023,2022
Misc Business,N,14420,12000,26420,03/20/2023,2022
Labor,P,0,5000,5000,03/20/2023,2022
Ideology/Single-Issue,Q,75026,79500,154526,03/20/2023,2022
Other,W,96148,0,96148,03/20/2023,2022
