sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,255019,97000,352019,03/20/2023,2022
Communic/Electronics,B,101711,55500,157211,03/20/2023,2022
Construction,C,217809,45000,262809,03/20/2023,2022
Defense,D,12439,21000,33439,03/20/2023,2022
Energy/Nat Resource,E,593182,199200,792382,03/20/2023,2022
Finance/Insur/RealEst,F,937924,206438,1144362,03/20/2023,2022
Health,H,167019,105000,272019,03/20/2023,2022
Lawyers & Lobbyists,K,189993,13000,202993,03/20/2023,2022
Transportation,M,107525,44000,151525,03/20/2023,2022
Misc Business,N,437258,102500,539758,03/20/2023,2022
Labor,P,0,20000,20000,03/20/2023,2022
Ideology/Single-Issue,Q,299277,417650,716927,03/20/2023,2022
Other,W,631225,2500,633725,03/20/2023,2022
