sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,34623,4400,39023,03/20/2023,2022
Communic/Electronics,B,750,3000,3750,03/20/2023,2022
Construction,C,11950,2500,14450,03/20/2023,2022
Energy/Nat Resource,E,18850,15622,34472,03/20/2023,2022
Finance/Insur/RealEst,F,54780,17500,72280,03/20/2023,2022
Health,H,25825,10000,35825,03/20/2023,2022
Lawyers & Lobbyists,K,14548,0,14548,03/20/2023,2022
Transportation,M,9300,5000,14300,03/20/2023,2022
Misc Business,N,30934,1500,32434,03/20/2023,2022
Ideology/Single-Issue,Q,47950,79000,126950,03/20/2023,2022
Other,W,99876,0,99876,03/20/2023,2022
