sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,18098,0,18098,03/20/2023,2022
Communic/Electronics,B,173806,0,173806,03/20/2023,2022
Construction,C,35166,0,35166,03/20/2023,2022
Defense,D,4025,0,4025,03/20/2023,2022
Energy/Nat Resource,E,24515,0,24515,03/20/2023,2022
Finance/Insur/RealEst,F,371469,8500,379969,03/20/2023,2022
Health,H,199098,8000,207098,03/20/2023,2022
Lawyers & Lobbyists,K,216547,10000,226547,03/20/2023,2022
Transportation,M,22779,0,22779,03/20/2023,2022
Misc Business,N,162250,0,162250,03/20/2023,2022
Labor,P,1750,118500,120250,03/20/2023,2022
Ideology/Single-Issue,Q,71613,236033,307646,03/20/2023,2022
Other,W,889610,0,889610,03/20/2023,2022
