sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5050,2000,7050,03/20/2023,2022
Communic/Electronics,B,2300,0,2300,03/20/2023,2022
Construction,C,27120,6000,33120,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Energy/Nat Resource,E,8225,0,8225,03/20/2023,2022
Finance/Insur/RealEst,F,148003,15500,163503,03/20/2023,2022
Health,H,12350,3000,15350,03/20/2023,2022
Lawyers & Lobbyists,K,62540,0,62540,03/20/2023,2022
Transportation,M,10050,0,10050,03/20/2023,2022
Misc Business,N,40805,0,40805,03/20/2023,2022
Labor,P,0,30250,30250,03/20/2023,2022
Ideology/Single-Issue,Q,8550,133500,142050,03/20/2023,2022
Other,W,175723,0,175723,03/20/2023,2022
