sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,87366,15000,102366,03/20/2023,2022
Communic/Electronics,B,1446184,23000,1469184,03/20/2023,2022
Construction,C,136576,14500,151076,03/20/2023,2022
Defense,D,11497,17500,28997,03/20/2023,2022
Energy/Nat Resource,E,81376,15500,96876,03/20/2023,2022
Finance/Insur/RealEst,F,2860495,131200,2991695,03/20/2023,2022
Health,H,708348,36750,745098,03/20/2023,2022
Lawyers & Lobbyists,K,2892803,36808,2929611,03/20/2023,2022
Transportation,M,41981,6000,47981,03/20/2023,2022
Misc Business,N,1193559,71400,1264959,03/20/2023,2022
Labor,P,11127,131000,142127,03/20/2023,2022
Ideology/Single-Issue,Q,567538,477010,1044548,03/20/2023,2022
Other,W,2872163,2500,2874663,03/20/2023,2022
