sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,21013,28500,49513,03/20/2023,2022
Communic/Electronics,B,98924,68000,166924,03/20/2023,2022
Construction,C,39823,73625,113448,03/20/2023,2022
Defense,D,25130,80450,105580,03/20/2023,2022
Energy/Nat Resource,E,54900,52750,107650,03/20/2023,2022
Finance/Insur/RealEst,F,652600,406850,1059450,03/20/2023,2022
Health,H,225164,318800,543964,03/20/2023,2022
Lawyers & Lobbyists,K,366050,72968,439018,03/20/2023,2022
Transportation,M,45826,61000,106826,03/20/2023,2022
Misc Business,N,171065,144250,315315,03/20/2023,2022
Labor,P,5000,203000,208000,03/20/2023,2022
Ideology/Single-Issue,Q,203810,258584,462394,03/20/2023,2022
Other,W,305819,10000,315819,03/20/2023,2022
