sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4755,6000,10755,03/20/2023,2022
Communic/Electronics,B,15769,61000,76769,03/20/2023,2022
Construction,C,2365,10500,12865,03/20/2023,2022
Defense,D,0,12500,12500,03/20/2023,2022
Energy/Nat Resource,E,1080,41500,42580,03/20/2023,2022
Finance/Insur/RealEst,F,88105,40500,128605,03/20/2023,2022
Health,H,40374,263000,303374,03/20/2023,2022
Lawyers & Lobbyists,K,67605,27500,95105,03/20/2023,2022
Transportation,M,2260,16000,18260,03/20/2023,2022
Misc Business,N,25960,31682,57642,03/20/2023,2022
Labor,P,0,141400,141400,03/20/2023,2022
Ideology/Single-Issue,Q,45970,32104,78074,03/20/2023,2022
Other,W,58591,0,58591,03/20/2023,2022
