sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,212538,81200,293738,03/20/2023,2022
Communic/Electronics,B,1257801,231255,1489056,03/20/2023,2022
Construction,C,204794,98200,302994,03/20/2023,2022
Defense,D,103441,66000,169441,03/20/2023,2022
Energy/Nat Resource,E,330952,268500,599452,03/20/2023,2022
Finance/Insur/RealEst,F,5038340,1529519,6567859,03/20/2023,2022
Health,H,1206427,762550,1968977,03/20/2023,2022
Lawyers & Lobbyists,K,2402739,118750,2521489,03/20/2023,2022
Transportation,M,228465,259154,487619,03/20/2023,2022
Misc Business,N,1311444,348013,1659457,03/20/2023,2022
Labor,P,15786,336500,352286,03/20/2023,2022
Ideology/Single-Issue,Q,3022709,881915,3904624,03/20/2023,2022
Other,W,4149938,31000,4180938,03/20/2023,2022
