sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,21200,14500,35700,03/20/2023,2022
Communic/Electronics,B,12700,10500,23200,03/20/2023,2022
Construction,C,57757,16000,73757,03/20/2023,2022
Defense,D,0,4000,4000,03/20/2023,2022
Energy/Nat Resource,E,6250,10500,16750,03/20/2023,2022
Finance/Insur/RealEst,F,180225,34000,214225,03/20/2023,2022
Health,H,36395,2500,38895,03/20/2023,2022
Lawyers & Lobbyists,K,97839,11000,108839,03/20/2023,2022
Transportation,M,14767,11000,25767,03/20/2023,2022
Misc Business,N,104262,15500,119762,03/20/2023,2022
Ideology/Single-Issue,Q,15772,191900,207672,03/20/2023,2022
Other,W,142825,3500,146325,03/20/2023,2022
