sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,43838,38500,82338,03/20/2023,2022
Communic/Electronics,B,47580,63000,110580,03/20/2023,2022
Construction,C,83088,39500,122588,03/20/2023,2022
Defense,D,6106,3500,9606,03/20/2023,2022
Energy/Nat Resource,E,40363,68000,108363,03/20/2023,2022
Finance/Insur/RealEst,F,676949,273500,950449,03/20/2023,2022
Health,H,128612,68000,196612,03/20/2023,2022
Lawyers & Lobbyists,K,117565,9750,127315,03/20/2023,2022
Transportation,M,51211,112000,163211,03/20/2023,2022
Misc Business,N,255909,104499,360408,03/20/2023,2022
Labor,P,0,14000,14000,03/20/2023,2022
Ideology/Single-Issue,Q,576908,697027,1273935,03/20/2023,2022
Other,W,991147,0,991147,03/20/2023,2022
