sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27968,0,27968,03/20/2023,2022
Communic/Electronics,B,125593,0,125593,03/20/2023,2022
Construction,C,44405,0,44405,03/20/2023,2022
Defense,D,4492,0,4492,03/20/2023,2022
Energy/Nat Resource,E,11520,0,11520,03/20/2023,2022
Finance/Insur/RealEst,F,178381,11000,189381,03/20/2023,2022
Health,H,231746,0,231746,03/20/2023,2022
Lawyers & Lobbyists,K,74868,0,74868,03/20/2023,2022
Transportation,M,23278,0,23278,03/20/2023,2022
Misc Business,N,109888,0,109888,03/20/2023,2022
Labor,P,4518,48000,52518,03/20/2023,2022
Ideology/Single-Issue,Q,56104,70274,126378,03/20/2023,2022
Other,W,342106,1000,343106,03/20/2023,2022
