sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12402,0,12402,03/20/2023,2022
Communic/Electronics,B,63839,0,63839,03/20/2023,2022
Construction,C,18402,0,18402,03/20/2023,2022
Defense,D,904,0,904,03/20/2023,2022
Energy/Nat Resource,E,2273,0,2273,03/20/2023,2022
Finance/Insur/RealEst,F,124585,8500,133085,03/20/2023,2022
Health,H,59965,0,59965,03/20/2023,2022
Lawyers & Lobbyists,K,68964,8000,76964,03/20/2023,2022
Transportation,M,1986,5000,6986,03/20/2023,2022
Misc Business,N,93388,0,93388,03/20/2023,2022
Labor,P,3566,76500,80066,03/20/2023,2022
Ideology/Single-Issue,Q,52496,110075,162571,03/20/2023,2022
Other,W,313022,0,313022,03/20/2023,2022
