sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,133914,190000,323914,03/20/2023,2022
Communic/Electronics,B,1061658,211600,1273258,03/20/2023,2022
Construction,C,506120,77500,583620,03/20/2023,2022
Defense,D,112304,49100,161404,03/20/2023,2022
Energy/Nat Resource,E,320759,99545,420304,03/20/2023,2022
Finance/Insur/RealEst,F,3452817,510925,3963742,03/20/2023,2022
Health,H,1974294,787107,2761401,03/20/2023,2022
Lawyers & Lobbyists,K,5272656,201230,5473886,03/20/2023,2022
Transportation,M,216409,132800,349209,03/20/2023,2022
Misc Business,N,1389921,313998,1703919,03/20/2023,2022
Labor,P,65380,297150,362530,03/20/2023,2022
Ideology/Single-Issue,Q,1149647,557015,1706662,03/20/2023,2022
Other,W,4405364,21250,4426614,03/20/2023,2022
