sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,24494,37600,62094,03/20/2023,2022
Communic/Electronics,B,33500,130000,163500,03/20/2023,2022
Construction,C,50831,38500,89331,03/20/2023,2022
Defense,D,5800,57000,62800,03/20/2023,2022
Energy/Nat Resource,E,79436,76500,155936,03/20/2023,2022
Finance/Insur/RealEst,F,446544,133500,580044,03/20/2023,2022
Health,H,71320,23500,94820,03/20/2023,2022
Lawyers & Lobbyists,K,91650,37000,128650,03/20/2023,2022
Transportation,M,29256,86500,115756,03/20/2023,2022
Misc Business,N,106069,55000,161069,03/20/2023,2022
Labor,P,0,14000,14000,03/20/2023,2022
Ideology/Single-Issue,Q,202171,122600,324771,03/20/2023,2022
Other,W,238713,0,238713,03/20/2023,2022
