sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6900,19900,26800,03/20/2023,2022
Communic/Electronics,B,38750,10500,49250,03/20/2023,2022
Construction,C,9960,13500,23460,03/20/2023,2022
Defense,D,0,20000,20000,03/20/2023,2022
Energy/Nat Resource,E,11200,4000,15200,03/20/2023,2022
Finance/Insur/RealEst,F,253225,558500,811725,03/20/2023,2022
Health,H,105700,12500,118200,03/20/2023,2022
Lawyers & Lobbyists,K,62780,25000,87780,03/20/2023,2022
Transportation,M,14275,16500,30775,03/20/2023,2022
Misc Business,N,83950,26500,110450,03/20/2023,2022
Labor,P,0,142500,142500,03/20/2023,2022
Ideology/Single-Issue,Q,168690,43012,211702,03/20/2023,2022
Other,W,84700,0,84700,03/20/2023,2022
