sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3750,25000,28750,03/20/2023,2022
Communic/Electronics,B,2250,90500,92750,03/20/2023,2022
Construction,C,2000,16000,18000,03/20/2023,2022
Defense,D,0,5000,5000,03/20/2023,2022
Energy/Nat Resource,E,4400,82500,86900,03/20/2023,2022
Finance/Insur/RealEst,F,29500,55900,85400,03/20/2023,2022
Health,H,108600,585000,693600,03/20/2023,2022
Lawyers & Lobbyists,K,51197,29000,80197,03/20/2023,2022
Transportation,M,750,45517,46267,03/20/2023,2022
Misc Business,N,30550,67000,97550,03/20/2023,2022
Labor,P,0,23000,23000,03/20/2023,2022
Ideology/Single-Issue,Q,7052,69234,76286,03/20/2023,2022
Other,W,12485,0,12485,03/20/2023,2022
