sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12946,18200,31146,03/20/2023,2022
Communic/Electronics,B,252962,2000,254962,03/20/2023,2022
Construction,C,30367,15500,45867,03/20/2023,2022
Defense,D,2450,-5000,-2550,03/20/2023,2022
Energy/Nat Resource,E,85289,6562,91851,03/20/2023,2022
Finance/Insur/RealEst,F,509274,17500,526774,03/20/2023,2022
Health,H,176030,12500,188530,03/20/2023,2022
Lawyers & Lobbyists,K,277006,16250,293256,03/20/2023,2022
Transportation,M,25553,0,25553,03/20/2023,2022
Misc Business,N,194281,11500,205781,03/20/2023,2022
Labor,P,854,237500,238354,03/20/2023,2022
Ideology/Single-Issue,Q,405891,620215,1026106,03/20/2023,2022
Other,W,932906,0,932906,03/20/2023,2022
