sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,36453,123000,159453,03/20/2023,2022
Communic/Electronics,B,11900,9000,20900,03/20/2023,2022
Construction,C,43308,22000,65308,03/20/2023,2022
Defense,D,17140,8500,25640,03/20/2023,2022
Energy/Nat Resource,E,15850,20000,35850,03/20/2023,2022
Finance/Insur/RealEst,F,271080,7500,278580,03/20/2023,2022
Health,H,75757,71150,146907,03/20/2023,2022
Lawyers & Lobbyists,K,40800,2500,43300,03/20/2023,2022
Transportation,M,27150,7500,34650,03/20/2023,2022
Misc Business,N,68185,43000,111185,03/20/2023,2022
Labor,P,0,8500,8500,03/20/2023,2022
Ideology/Single-Issue,Q,118982,149400,268382,03/20/2023,2022
Other,W,243925,1000,244925,03/20/2023,2022
