sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,23076,0,23076,03/20/2023,2022
Communic/Electronics,B,60028,0,60028,03/20/2023,2022
Construction,C,6113,0,6113,03/20/2023,2022
Defense,D,5180,0,5180,03/20/2023,2022
Energy/Nat Resource,E,9125,0,9125,03/20/2023,2022
Finance/Insur/RealEst,F,83927,20000,103927,03/20/2023,2022
Health,H,32118,2500,34618,03/20/2023,2022
Lawyers & Lobbyists,K,66648,10000,76648,03/20/2023,2022
Transportation,M,1605,0,1605,03/20/2023,2022
Misc Business,N,59728,5000,64728,03/20/2023,2022
Labor,P,0,66411,66411,03/20/2023,2022
Ideology/Single-Issue,Q,32365,175562,207927,03/20/2023,2022
Other,W,302546,0,302546,03/20/2023,2022
