sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1500,22000,23500,03/20/2023,2022
Communic/Electronics,B,7558,81500,89058,03/20/2023,2022
Construction,C,6100,7000,13100,03/20/2023,2022
Defense,D,4400,3500,7900,03/20/2023,2022
Energy/Nat Resource,E,0,18000,18000,03/20/2023,2022
Finance/Insur/RealEst,F,71016,85000,156016,03/20/2023,2022
Health,H,22471,210000,232471,03/20/2023,2022
Lawyers & Lobbyists,K,121505,14250,135755,03/20/2023,2022
Transportation,M,9260,54500,63760,03/20/2023,2022
Misc Business,N,15810,59869,75679,03/20/2023,2022
Labor,P,2500,155400,157900,03/20/2023,2022
Ideology/Single-Issue,Q,58435,43017,101452,03/20/2023,2022
Other,W,42776,6000,48776,03/20/2023,2022
