sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,78917,236150,315067,03/20/2023,2022
Communic/Electronics,B,20500,64500,85000,03/20/2023,2022
Construction,C,9151,80000,89151,03/20/2023,2022
Defense,D,6800,41500,48300,03/20/2023,2022
Energy/Nat Resource,E,50500,101500,152000,03/20/2023,2022
Finance/Insur/RealEst,F,146494,86000,232494,03/20/2023,2022
Health,H,8093,42000,50093,03/20/2023,2022
Lawyers & Lobbyists,K,109850,25000,134850,03/20/2023,2022
Transportation,M,5650,73000,78650,03/20/2023,2022
Misc Business,N,65680,115593,181273,03/20/2023,2022
Labor,P,0,89000,89000,03/20/2023,2022
Ideology/Single-Issue,Q,54350,219199,273549,03/20/2023,2022
Other,W,153279,6500,159779,03/20/2023,2022
