sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,437524,140750,578274,03/20/2023,2022
Communic/Electronics,B,504794,223000,727794,03/20/2023,2022
Construction,C,675061,112000,787061,03/20/2023,2022
Defense,D,134146,123500,257646,03/20/2023,2022
Energy/Nat Resource,E,344194,154900,499094,03/20/2023,2022
Finance/Insur/RealEst,F,3267225,495800,3763025,03/20/2023,2022
Health,H,994711,307750,1302461,03/20/2023,2022
Lawyers & Lobbyists,K,1013641,116250,1129891,03/20/2023,2022
Transportation,M,438230,284500,722730,03/20/2023,2022
Misc Business,N,1258217,288400,1546617,03/20/2023,2022
Labor,P,2315,44500,46815,03/20/2023,2022
Ideology/Single-Issue,Q,2865866,522150,3388016,03/20/2023,2022
Other,W,14496959,10500,14507459,03/20/2023,2022
