sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,203695,63500,267195,03/20/2023,2022
Communic/Electronics,B,936605,199700,1136305,03/20/2023,2022
Construction,C,184355,55200,239555,03/20/2023,2022
Defense,D,204786,187900,392686,03/20/2023,2022
Energy/Nat Resource,E,198046,111776,309822,03/20/2023,2022
Finance/Insur/RealEst,F,2764647,372800,3137447,03/20/2023,2022
Health,H,769104,362450,1131554,03/20/2023,2022
Lawyers & Lobbyists,K,2788394,160550,2948944,03/20/2023,2022
Transportation,M,140111,97900,238011,03/20/2023,2022
Misc Business,N,1033262,184157,1217419,03/20/2023,2022
Labor,P,11589,231350,242939,03/20/2023,2022
Ideology/Single-Issue,Q,1115699,468431,1584130,03/20/2023,2022
Other,W,3190720,14000,3204720,03/20/2023,2022
