sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,593,28000,28593,03/20/2023,2022
Communic/Electronics,B,35620,107000,142620,03/20/2023,2022
Construction,C,1075,29000,30075,03/20/2023,2022
Defense,D,5000,50500,55500,03/20/2023,2022
Energy/Nat Resource,E,0,1000,1000,03/20/2023,2022
Finance/Insur/RealEst,F,138157,268500,406657,03/20/2023,2022
Health,H,71985,248250,320235,03/20/2023,2022
Lawyers & Lobbyists,K,152830,47000,199830,03/20/2023,2022
Transportation,M,3515,52500,56015,03/20/2023,2022
Misc Business,N,37425,111500,148925,03/20/2023,2022
Labor,P,0,205000,205000,03/20/2023,2022
Ideology/Single-Issue,Q,178883,72000,250883,03/20/2023,2022
Other,W,126678,7500,134178,03/20/2023,2022
