sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,149070,164000,313070,03/20/2023,2022
Communic/Electronics,B,35800,37500,73300,03/20/2023,2022
Construction,C,133300,37000,170300,03/20/2023,2022
Defense,D,19700,13800,33500,03/20/2023,2022
Energy/Nat Resource,E,38850,43500,82350,03/20/2023,2022
Finance/Insur/RealEst,F,231664,127850,359514,03/20/2023,2022
Health,H,153934,37400,191334,03/20/2023,2022
Lawyers & Lobbyists,K,112100,16000,128100,03/20/2023,2022
Transportation,M,32650,45300,77950,03/20/2023,2022
Misc Business,N,73285,53598,126883,03/20/2023,2022
Labor,P,0,18500,18500,03/20/2023,2022
Ideology/Single-Issue,Q,92610,308091,400701,03/20/2023,2022
Other,W,103717,2500,106217,03/20/2023,2022
