sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,64050,38300,102350,03/20/2023,2022
Communic/Electronics,B,55427,47500,102927,03/20/2023,2022
Construction,C,82200,64900,147100,03/20/2023,2022
Defense,D,235750,187000,422750,03/20/2023,2022
Energy/Nat Resource,E,39490,58500,97990,03/20/2023,2022
Finance/Insur/RealEst,F,450916,89500,540416,03/20/2023,2022
Health,H,22880,14500,37380,03/20/2023,2022
Lawyers & Lobbyists,K,237659,29750,267409,03/20/2023,2022
Transportation,M,87350,92500,179850,03/20/2023,2022
Misc Business,N,153630,66500,220130,03/20/2023,2022
Labor,P,0,18000,18000,03/20/2023,2022
Ideology/Single-Issue,Q,285100,398404,683504,03/20/2023,2022
Other,W,224162,0,224162,03/20/2023,2022
