sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,17109,0,17109,03/20/2023,2022
Communic/Electronics,B,145958,2000,147958,03/20/2023,2022
Construction,C,24008,0,24008,03/20/2023,2022
Defense,D,2092,0,2092,03/20/2023,2022
Energy/Nat Resource,E,15415,10000,25415,03/20/2023,2022
Finance/Insur/RealEst,F,183289,10800,194089,03/20/2023,2022
Health,H,120552,22500,143052,03/20/2023,2022
Lawyers & Lobbyists,K,200463,14500,214963,03/20/2023,2022
Transportation,M,16472,5000,21472,03/20/2023,2022
Misc Business,N,123347,5000,128347,03/20/2023,2022
Labor,P,11725,119500,131225,03/20/2023,2022
Ideology/Single-Issue,Q,259092,425432,684524,03/20/2023,2022
Other,W,661421,0,661421,03/20/2023,2022
