sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,0,27000,27000,03/20/2023,2022
Communic/Electronics,B,1572,70000,71572,03/20/2023,2022
Construction,C,2312,1000,3312,03/20/2023,2022
Defense,D,11,4000,4011,03/20/2023,2022
Energy/Nat Resource,E,0,9000,9000,03/20/2023,2022
Finance/Insur/RealEst,F,7475,39500,46975,03/20/2023,2022
Health,H,5035,28500,33535,03/20/2023,2022
Lawyers & Lobbyists,K,15408,24750,40158,03/20/2023,2022
Transportation,M,60,26000,26060,03/20/2023,2022
Misc Business,N,9110,36000,45110,03/20/2023,2022
Labor,P,0,162500,162500,03/20/2023,2022
Ideology/Single-Issue,Q,250,22012,22262,03/20/2023,2022
Other,W,16262,1000,17262,03/20/2023,2022
