sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,236310,212250,448560,03/20/2023,2022
Communic/Electronics,B,718681,165350,884031,03/20/2023,2022
Construction,C,107917,9500,117417,03/20/2023,2022
Defense,D,9880,5000,14880,03/20/2023,2022
Energy/Nat Resource,E,86259,37250,123509,03/20/2023,2022
Finance/Insur/RealEst,F,1487269,213400,1700669,03/20/2023,2022
Health,H,515023,93300,608323,03/20/2023,2022
Lawyers & Lobbyists,K,1366856,66873,1433729,03/20/2023,2022
Transportation,M,186655,101400,288055,03/20/2023,2022
Misc Business,N,798583,181900,980483,03/20/2023,2022
Labor,P,21247,206950,228197,03/20/2023,2022
Ideology/Single-Issue,Q,1250260,470271,1720531,03/20/2023,2022
Other,W,2582540,4000,2586540,03/20/2023,2022
