sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12450,14500,26950,03/20/2023,2022
Communic/Electronics,B,4150,65250,69400,03/20/2023,2022
Construction,C,12275,29500,41775,03/20/2023,2022
Defense,D,0,25500,25500,03/20/2023,2022
Energy/Nat Resource,E,17625,34500,52125,03/20/2023,2022
Finance/Insur/RealEst,F,109950,295000,404950,03/20/2023,2022
Health,H,70658,498999,569657,03/20/2023,2022
Lawyers & Lobbyists,K,71450,22215,93665,03/20/2023,2022
Transportation,M,23400,65500,88900,03/20/2023,2022
Misc Business,N,64586,80219,144805,03/20/2023,2022
Labor,P,0,1000,1000,03/20/2023,2022
Ideology/Single-Issue,Q,21730,66250,87980,03/20/2023,2022
Other,W,129879,10000,139879,03/20/2023,2022
