sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,325112,25500,350612,03/20/2023,2022
Communic/Electronics,B,2478221,24200,2502421,03/20/2023,2022
Construction,C,452500,14000,466500,03/20/2023,2022
Defense,D,174469,0,174469,03/20/2023,2022
Energy/Nat Resource,E,366328,15000,381328,03/20/2023,2022
Finance/Insur/RealEst,F,3951101,92000,4043101,03/20/2023,2022
Health,H,2252883,63000,2315883,03/20/2023,2022
Lawyers & Lobbyists,K,2749229,53900,2803129,03/20/2023,2022
Transportation,M,323232,12000,335232,03/20/2023,2022
Misc Business,N,1936079,61000,1997079,03/20/2023,2022
Labor,P,43535,305500,349035,03/20/2023,2022
Ideology/Single-Issue,Q,3498973,802263,4301236,03/20/2023,2022
Other,W,22071395,0,22071395,03/20/2023,2022
