sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,31295,38900,70195,03/20/2023,2022
Communic/Electronics,B,22074,31500,53574,03/20/2023,2022
Construction,C,53694,17000,70694,03/20/2023,2022
Defense,D,12067,58250,70317,03/20/2023,2022
Energy/Nat Resource,E,71926,119000,190926,03/20/2023,2022
Finance/Insur/RealEst,F,331193,109426,440619,03/20/2023,2022
Health,H,70316,22000,92316,03/20/2023,2022
Lawyers & Lobbyists,K,74032,4715,78747,03/20/2023,2022
Transportation,M,37128,63594,100722,03/20/2023,2022
Misc Business,N,106225,54500,160725,03/20/2023,2022
Labor,P,35,16500,16535,03/20/2023,2022
Ideology/Single-Issue,Q,75264,140417,215681,03/20/2023,2022
Other,W,286667,4000,290667,03/20/2023,2022
