sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11014,27500,38514,03/20/2023,2022
Communic/Electronics,B,103982,283650,387632,03/20/2023,2022
Construction,C,49765,42500,92265,03/20/2023,2022
Defense,D,29736,87750,117486,03/20/2023,2022
Energy/Nat Resource,E,82398,64750,147148,03/20/2023,2022
Finance/Insur/RealEst,F,328783,200250,529033,03/20/2023,2022
Health,H,113456,92665,206121,03/20/2023,2022
Lawyers & Lobbyists,K,396253,77750,474003,03/20/2023,2022
Transportation,M,90774,286000,376774,03/20/2023,2022
Misc Business,N,276175,113000,389175,03/20/2023,2022
Labor,P,4074,302500,306574,03/20/2023,2022
Ideology/Single-Issue,Q,274331,387593,661924,03/20/2023,2022
Other,W,227789,0,227789,03/20/2023,2022
