sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,321149,78500,399649,03/20/2023,2022
Communic/Electronics,B,559820,419180,979000,03/20/2023,2022
Construction,C,478753,39000,517753,03/20/2023,2022
Defense,D,45307,37456,82763,03/20/2023,2022
Energy/Nat Resource,E,449436,226200,675636,03/20/2023,2022
Finance/Insur/RealEst,F,2377021,336738,2713759,03/20/2023,2022
Health,H,909536,638730,1548266,03/20/2023,2022
Lawyers & Lobbyists,K,792534,74200,866734,03/20/2023,2022
Transportation,M,403858,136695,540553,03/20/2023,2022
Misc Business,N,1363199,324140,1687339,03/20/2023,2022
Labor,P,300,8995,9295,03/20/2023,2022
Ideology/Single-Issue,Q,2493683,945164,3438847,03/20/2023,2022
Other,W,3402701,12000,3414701,03/20/2023,2022
