sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,33050,40500,73550,03/20/2023,2022
Communic/Electronics,B,26375,14000,40375,03/20/2023,2022
Construction,C,71249,18500,89749,03/20/2023,2022
Defense,D,6000,0,6000,03/20/2023,2022
Energy/Nat Resource,E,19246,14500,33746,03/20/2023,2022
Finance/Insur/RealEst,F,366864,22000,388864,03/20/2023,2022
Health,H,74852,18100,92952,03/20/2023,2022
Lawyers & Lobbyists,K,83920,1000,84920,03/20/2023,2022
Transportation,M,29200,17500,46700,03/20/2023,2022
Misc Business,N,123951,25326,149277,03/20/2023,2022
Labor,P,0,6000,6000,03/20/2023,2022
Ideology/Single-Issue,Q,114665,69650,184315,03/20/2023,2022
Other,W,304387,0,304387,03/20/2023,2022
