sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,94716,98000,192716,03/20/2023,2022
Communic/Electronics,B,806706,214400,1021106,03/20/2023,2022
Construction,C,141350,65000,206350,03/20/2023,2022
Defense,D,40780,110750,151530,03/20/2023,2022
Energy/Nat Resource,E,186529,98675,285204,03/20/2023,2022
Finance/Insur/RealEst,F,1261524,481183,1742707,03/20/2023,2022
Health,H,841751,859383,1701134,03/20/2023,2022
Lawyers & Lobbyists,K,1409190,140600,1549790,03/20/2023,2022
Transportation,M,143918,204500,348418,03/20/2023,2022
Misc Business,N,767654,191900,959554,03/20/2023,2022
Labor,P,15042,354510,369552,03/20/2023,2022
Ideology/Single-Issue,Q,1689195,652759,2341954,03/20/2023,2022
Other,W,4334525,42000,4376525,03/20/2023,2022
