sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11957,12000,23957,03/20/2023,2022
Communic/Electronics,B,8400,3000,11400,03/20/2023,2022
Construction,C,32955,13000,45955,03/20/2023,2022
Defense,D,10800,0,10800,03/20/2023,2022
Energy/Nat Resource,E,20894,12500,33394,03/20/2023,2022
Finance/Insur/RealEst,F,111801,20000,131801,03/20/2023,2022
Health,H,48418,7500,55918,03/20/2023,2022
Lawyers & Lobbyists,K,32834,2500,35334,03/20/2023,2022
Transportation,M,25000,9500,34500,03/20/2023,2022
Misc Business,N,32575,5000,37575,03/20/2023,2022
Ideology/Single-Issue,Q,178649,70400,249049,03/20/2023,2022
Other,W,107730,0,107730,03/20/2023,2022
