sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,175734,116500,292234,03/20/2023,2022
Communic/Electronics,B,116465,99500,215965,03/20/2023,2022
Construction,C,375608,72500,448108,03/20/2023,2022
Defense,D,27880,50500,78380,03/20/2023,2022
Energy/Nat Resource,E,396617,377600,774217,03/20/2023,2022
Finance/Insur/RealEst,F,1942524,442900,2385424,03/20/2023,2022
Health,H,1603451,1005639,2609090,03/20/2023,2022
Lawyers & Lobbyists,K,679612,144100,823712,03/20/2023,2022
Transportation,M,289671,180600,470271,03/20/2023,2022
Misc Business,N,666099,289740,955839,03/20/2023,2022
Labor,P,3060,25500,28560,03/20/2023,2022
Ideology/Single-Issue,Q,440970,548395,989365,03/20/2023,2022
Other,W,1104130,16300,1120430,03/20/2023,2022
