sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,47705,231500,279205,03/20/2023,2022
Communic/Electronics,B,200081,88100,288181,03/20/2023,2022
Construction,C,46383,32000,78383,03/20/2023,2022
Defense,D,1250,13000,14250,03/20/2023,2022
Energy/Nat Resource,E,40541,106000,146541,03/20/2023,2022
Finance/Insur/RealEst,F,757717,172800,930517,03/20/2023,2022
Health,H,271467,257750,529217,03/20/2023,2022
Lawyers & Lobbyists,K,348978,31468,380446,03/20/2023,2022
Transportation,M,27966,42000,69966,03/20/2023,2022
Misc Business,N,242646,97000,339646,03/20/2023,2022
Labor,P,2850,266500,269350,03/20/2023,2022
Ideology/Single-Issue,Q,595873,739533,1335406,03/20/2023,2022
Other,W,1305114,-1000,1304114,03/20/2023,2022
