sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,8308,27000,35308,03/20/2023,2022
Communic/Electronics,B,65659,50090,115749,03/20/2023,2022
Construction,C,12531,21000,33531,03/20/2023,2022
Defense,D,0,33500,33500,03/20/2023,2022
Energy/Nat Resource,E,8393,10500,18893,03/20/2023,2022
Finance/Insur/RealEst,F,99380,122250,221630,03/20/2023,2022
Health,H,27947,59500,87447,03/20/2023,2022
Lawyers & Lobbyists,K,129137,19750,148887,03/20/2023,2022
Transportation,M,15851,72500,88351,03/20/2023,2022
Misc Business,N,96435,73453,169888,03/20/2023,2022
Labor,P,1508,110000,111508,03/20/2023,2022
Ideology/Single-Issue,Q,100975,125053,226028,03/20/2023,2022
Other,W,251702,0,251702,03/20/2023,2022
