sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6800,67000,73800,03/20/2023,2022
Communic/Electronics,B,83250,110500,193750,03/20/2023,2022
Construction,C,36799,73900,110699,03/20/2023,2022
Defense,D,250,28000,28250,03/20/2023,2022
Energy/Nat Resource,E,12150,108000,120150,03/20/2023,2022
Finance/Insur/RealEst,F,868265,1161420,2029685,03/20/2023,2022
Health,H,13102,131800,144902,03/20/2023,2022
Lawyers & Lobbyists,K,188650,41000,229650,03/20/2023,2022
Transportation,M,9800,85495,95295,03/20/2023,2022
Misc Business,N,85000,204364,289364,03/20/2023,2022
Labor,P,0,7500,7500,03/20/2023,2022
Ideology/Single-Issue,Q,260600,92175,352775,03/20/2023,2022
Other,W,68502,2000,70502,03/20/2023,2022
