sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2500,30500,33000,03/20/2023,2022
Communic/Electronics,B,3500,31500,35000,03/20/2023,2022
Construction,C,5300,6500,11800,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Finance/Insur/RealEst,F,27400,19500,46900,03/20/2023,2022
Health,H,14375,17500,31875,03/20/2023,2022
Lawyers & Lobbyists,K,20548,20000,40548,03/20/2023,2022
Transportation,M,5000,88500,93500,03/20/2023,2022
Misc Business,N,4750,29000,33750,03/20/2023,2022
Labor,P,5000,140000,145000,03/20/2023,2022
Ideology/Single-Issue,Q,10300,31012,41312,03/20/2023,2022
Other,W,5100,2000,7100,03/20/2023,2022
