sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15052,5000,20052,03/20/2023,2022
Communic/Electronics,B,127867,47500,175367,03/20/2023,2022
Construction,C,12013,18500,30513,03/20/2023,2022
Defense,D,1,4500,4501,03/20/2023,2022
Energy/Nat Resource,E,26452,27500,53952,03/20/2023,2022
Finance/Insur/RealEst,F,333848,73000,406848,03/20/2023,2022
Health,H,92659,18000,110659,03/20/2023,2022
Lawyers & Lobbyists,K,142380,16405,158785,03/20/2023,2022
Transportation,M,3039,70500,73539,03/20/2023,2022
Misc Business,N,160387,102000,262387,03/20/2023,2022
Labor,P,0,246000,246000,03/20/2023,2022
Ideology/Single-Issue,Q,280127,519228,799355,03/20/2023,2022
Other,W,331167,0,331167,03/20/2023,2022
