sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,93426,2000,95426,03/20/2023,2022
Communic/Electronics,B,1178198,36500,1214698,03/20/2023,2022
Construction,C,151835,2500,154335,03/20/2023,2022
Defense,D,13814,0,13814,03/20/2023,2022
Energy/Nat Resource,E,109858,2500,112358,03/20/2023,2022
Finance/Insur/RealEst,F,2642502,32800,2675302,03/20/2023,2022
Health,H,625629,6000,631629,03/20/2023,2022
Lawyers & Lobbyists,K,1408628,20600,1429228,03/20/2023,2022
Transportation,M,161465,-900,160565,03/20/2023,2022
Misc Business,N,941525,12750,954275,03/20/2023,2022
Labor,P,16210,204500,220710,03/20/2023,2022
Ideology/Single-Issue,Q,1180289,530902,1711191,03/20/2023,2022
Other,W,2492757,0,2492757,03/20/2023,2022
