sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,17050,55500,72550,03/20/2023,2022
Communic/Electronics,B,289635,127480,417115,03/20/2023,2022
Construction,C,1000,9500,10500,03/20/2023,2022
Defense,D,1000,6000,7000,03/20/2023,2022
Energy/Nat Resource,E,20907,8500,29407,03/20/2023,2022
Finance/Insur/RealEst,F,161897,80500,242397,03/20/2023,2022
Health,H,28482,19500,47982,03/20/2023,2022
Lawyers & Lobbyists,K,197862,19125,216987,03/20/2023,2022
Transportation,M,5602,14000,19602,03/20/2023,2022
Misc Business,N,72391,32000,104391,03/20/2023,2022
Labor,P,2158,75500,77658,03/20/2023,2022
Ideology/Single-Issue,Q,73939,59112,133051,03/20/2023,2022
Other,W,255083,1000,256083,03/20/2023,2022
