sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,23402,0,23402,03/20/2023,2022
Communic/Electronics,B,86924,0,86924,03/20/2023,2022
Construction,C,20033,1000,21033,03/20/2023,2022
Defense,D,12900,0,12900,03/20/2023,2022
Energy/Nat Resource,E,23630,7500,31130,03/20/2023,2022
Finance/Insur/RealEst,F,170244,11000,181244,03/20/2023,2022
Health,H,66582,7500,74082,03/20/2023,2022
Lawyers & Lobbyists,K,244805,17750,262555,03/20/2023,2022
Transportation,M,3510,0,3510,03/20/2023,2022
Misc Business,N,318902,12500,331402,03/20/2023,2022
Labor,P,5800,140000,145800,03/20/2023,2022
Ideology/Single-Issue,Q,159360,395751,555111,03/20/2023,2022
Other,W,577651,7000,584651,03/20/2023,2022
